date,from,value,comment,woofs
2024-11-13 20:35:29,EQCD4pMfAGLxiy9P7anNkwG5cBUj-6COijkESmxijVxtmdXp,3.91,3.91 TON Ref#GAZTIOBSG4======,3670.4375
2024-11-13 20:35:38,EQCKfaeDhVWtPzBdaC-43s3lG-W3XXG-ho9bjBYW5SqaqBCH,3.31,3.31 TON Ref#GAZTIOBTGQ======,9077.0
2024-11-13 20:35:40,EQDO18TYpeG00AwuTtVVNu2Edu895rpLjkta9TW1RGnrzILi,1.35,1.35 TON Ref#GAZTIOBTGM======,200783.375
2024-11-13 20:36:03,EQB7H5JxynvMw4LVZPzS5ZENneMsyA76Nuxtjuwk5s2QwADW,4.78,4.78 TON Ref#GAZTIOBUGE======,143.22727272727272
2024-11-13 20:36:30,EQDsxzRIl3WLv_1c9zK5R1Gea9T1Ct8DMyZrXiJ8sdXGHBlo,3.93,3.93 TON Ref#GAZTIOBVGA======,3593.0
2024-11-13 20:36:43,EQDzLp9ilsMpIySkFONIqfLCf5T9x8yz0Una5qRkAYRiOAM1,1.79,1.79 TON Ref#GAZTIOBVGU======,99815.66666666667
2024-11-13 20:36:51,EQB9PHziEGLm9vvH8sq_LQfraSK_OzZYYQ7XgNhsez3VJScG,4.01,4.01 TON Ref#GAZTIOBVG4======,3120.9999713699026
2024-11-13 20:37:06,EQCila79CHY2pub43TpRP1UOXB6mRmGraKGTKyHJIY2FeUdq,3.14,3.14 TON Ref#GAZTIOBWGA======,11877.75
2024-11-13 20:37:15,EQBbnuGDzjqPSd2-Zn_DiT9EUt4Rb8VdhGtz4hrWYgw3VP3D,4.89,4.89 TON Ref#GAZTIOBWG4======,12.0
2024-11-13 20:37:17,EQDEmzc_XjuIgOKkaAEBGPOmxTj1JE-a2_JAkJyMcGZKvJ0p,5.0,5 TON Ref#GAZTIOBWHE======,1.0
2024-11-13 20:37:17,EQDIow97AGqEifxusXWll5AhaUkKX_vAOZfyB15kmx4X559F,3.14,3.14 TON Ref#GAZTIOBWGY======,11877.75
2024-11-13 20:37:40,EQA-Sxz8mnme2tkmV_tfMnBh463xINUwIt26aZURYrI_gIop,4.25,4.25 TON Ref#GAZTIOBXGE======,2437.7624382812282
2024-11-13 20:37:40,EQD0h-0CLhw3JjciBFqweDchXOhDTnNfToLZ_QIRHYTvp1jg,3.2,3.2 TON Ref#GAZTIOBXGI======,10787.0
2024-11-13 20:37:47,EQAQz1XpVl0imDK_isJFAas-Lch1wVV69uVNMwG2tUHqiqzF,3.96,3.96 TON Ref#GAZTIOBYGA======,3502.1953125
2024-11-13 20:37:52,EQBmgNkHklxoS8WMjirAAuOkNNBZboTDWrjWORNA1Xv9Ejm0,5.0,5 TON Ref#GAZTIOBYGU======,1.0
2024-11-13 20:37:54,EQCptvz7EkUvV5lbIT6a3OUAXCjIA6sxoho1aedY_4Dj9__K,1.82,1.82 TON Ref#GAZTIOBYGM======,95516.0
2024-11-13 20:37:58,EQC_JMNDjJEloh8MMKR-XZKaWGaeT_ezT5SW8SwOT-Af2zEb,1.0,1 TON Ref#GAZTIOBYGY======,347367.5
2024-11-13 20:38:02,EQC4oC8_OsiWURxHQBCpY9JXypskJ43ZtCRnfS1TI8jPXRvQ,1.78,1.78 TON Ref#GAZTIOBZGI======,101412.8
2024-11-13 20:38:16,EQAXalo6T-QoAT4o9xouc-vkjxyS3ahIwjArjKIFNzw2yJHK,4.01,4.01 TON Ref#GAZTIOBZHA======,3120.9999713699026
2024-11-13 20:38:28,EQAu3iGgMYjEg9AufRsg3nGkozh96dKr6rNMe_m2fd6aY9VO,2.58,2.58 TON Ref#GAZTIOJQGE======,28654.0
2024-11-13 20:38:36,EQBtmzO-NeXp7NUc0QWSC1QhOV_Rlw7jU39wHsLWWOsfL0JW,3.35,3.35 TON Ref#GAZTIOJQHA======,8605.0
2024-11-13 20:39:23,EQCD_KS5UBNj3lPH30QTAC7vWP_Eqjb7LDpreLNUypAWyMvu,4.7,4.7 TON Ref#GAZTIOJSGQ======,917.551724137931
2024-11-13 20:39:49,EQCDJPHOd8ZKFWiCxSQKKSW3RvUqjx61YzZ5g_N7tUlIK3bW,3.92,3.92 TON Ref#GAZTIOJTG4======,3631.71875
2024-11-13 20:39:52,EQDKwK1hCLODbhXlCAcYEwq3wq-m0xABU7XQMDu3QTzmWNVP,5.0,5 TON Ref#GAZTIOJUGI======,1.0
2024-11-13 20:39:55,EQCGcDLV8FPu7twsvqE76-iOkOyxl7XsJv28SeYLWCUDKvhT,1.35,1.35 TON Ref#GAZTIOJUGA======,200783.375
2024-11-13 20:40:02,EQAHsVt1vXibldjRjloc-_9Pb2-ZBXz2LQVq5nsozRpbKSTs,2.98,2.98 TON Ref#GAZTIOJUGE======,15210.0
2024-11-13 20:40:05,EQAFztx_NoStADT_e8eTiYAujSHTv1il0j0iduJpm5eR6Rwk,4.79,4.79 TON Ref#GAZTIOJVGM======,115.0
2024-11-13 20:40:13,EQCn0kOrlMVHAaovvugxyFTyz2ADc5dlKecr6Njju1uYlmke,5.0,5 TON Ref#GAZTIOJVGQ======,1.0
2024-11-13 20:40:17,EQDjcfc3ddFyjrlmBqICejSL8UVJ9lqhzRT040pe1trknA1S,1.68,1.68 TON Ref#GAZTIOJVGY======,118919.0
2024-11-13 20:40:24,EQDJDW0FgnB5tevugF_fzK7OWQYergz_WKdwUXp1tCaWJbGc,2.5,2.5 TON Ref#GAZTIOJWGE======,32457.5
2024-11-13 20:40:24,EQDwa3H9XuJ3DmwNJt3FoBFiwtjNijDs5egaikyFGCkxoPWT,2.85,2.85 TON Ref#GAZTIOJVHA======,18728.0
2024-11-13 20:40:29,EQCMFKtIVlRiR4QM1ZZcazueQtgUTpdN5mXnVvTR02frHRWa,2.83,2.83 TON Ref#GAZTIOJWGI======,19317.333333333332
2024-11-13 20:40:44,EQCC9VoImWXHXsvg9uTHqRWI5I0nuVaHLeY6px4Yw4rosq75,3.72,3.72 TON Ref#GAZTIOJXGI======,4860.5
2024-11-13 20:40:44,EQCzkRmMaRILBQzGLAVd9b3sabw1-Vt7H8-Rqdjk5wrewaIk,0.99,0.99 TON Ref#GAZTIOJXGE======,353015.45454545453
2024-11-13 20:41:08,EQD9SbEs0NYXO1oe3uvtUh1G9B3uGpT09UUvQ5qLpvtQICJz,5.0,5 TON Ref#GAZTIOJYGE======,1.0
2024-11-13 20:41:10,EQBeuINX-qqHwKUh9UM2uqy20fYx58Qrvo3PwaEnRw8TyGtM,2.27,2.27 TON Ref#GAZTIOJYGA======,46580.0
2024-11-13 20:41:12,EQDI9flvqQMru1fgDKvN8Y9QGs2p3HPaMTe1gDx5aL8B1zNZ,2.49,2.49 TON Ref#GAZTIOJXHA======,33116.0
2024-11-13 20:41:13,EQCE_4Wd1h79ivrmdfwWU4oRYVb9C3Pwjyi3JY5LFfRYPlFE,5.0,5 TON Ref#GAZTIOJYGM======,1.0
2024-11-13 20:41:15,EQAGNvRcaKngiUfdPoYe6Mvy7Sw6i_DAkt__b2oAUBf-UrYA,3.46,3.46 TON Ref#GAZTIOJYGY======,7131.0
2024-11-13 20:41:23,EQAFUrjWtXygYHhkKvkJhLs32tFndhgRlwg0aAUntky4zrhJ,2.88,2.88 TON Ref#GAZTIOJZGI======,17804.0
2024-11-13 20:41:48,EQDh3J31NkdIeUbjKffTac6UeXqPVg4QDwIiyx521kANmp9Y,3.39,3.39 TON Ref#GAZTIOJZHE======,8016.0
2024-11-13 20:41:48,EQAJTsabSXc7slrI7Xo16Wg_wvRybRamXjKFsXq2-gZBFdDi,2.0,2 TON Ref#GAZTIOJZG4======,71560.33333333333
2024-11-13 20:41:54,EQAXXr8_3wIrZJekvbkzx9eJ0OvTU_a0Gm_aWwGhAX3kRckf,4.0,4 TON Ref#GAZTKMBQGI======,3121.0
2024-11-13 20:42:12,EQDUxs9CVfGxRZUr_Pnut6MIGPvHTxJN_PsrcAflQ0FpR-fs,4.0,4 TON Ref#GAZTKMBQHA======,3121.0
2024-11-13 20:42:20,EQDEekQWSJnyglfOP6kYAgv_pLr5mwp0eDwhutHEcztqUXYl,5.0,5 TON Ref#GAZTKMBRGA======,1.0
2024-11-13 20:42:26,EQCY1uP4jjjDZGMogfTY1F5Z2Y0oWoTSRDuA-092LDgGt92-,3.45,3.45 TON Ref#GAZTKMBRGM======,7249.0
2024-11-13 20:42:30,EQBaLGXDQIctRomTxIAjAgMMtYoz-o_67u1B7R04GMz3f8rD,4.71,4.71 TON Ref#GAZTKMBRGI======,712.8928571428571
2024-11-13 20:42:30,EQBzQRJy8jq-uHM_zHecL4PeX6ZlvklYjeDR4U-LVJHWRbSk,2.64,2.64 TON Ref#GAZTKMBRGQ======,26000.5
2024-11-13 20:43:14,EQAKDXYIute7p6-YNDFgJkUaiOKxeO_0U7oMVXMrkxEwm5Wl,2.8,2.8 TON Ref#GAZTKMBSGM======,20281.0
2024-11-13 20:43:22,EQCPpKvSz4kNbKYgpXN3UHUvkbqoZ2kuABCWcEClBB06qZpr,3.0,3 TON Ref#GAZTKMBSGU======,14797.0
2024-11-13 20:43:28,EQA0svgBMMEAIj5Cy1TjzIrSn0B2H24fMgoRupOzJMmohWfz,5.0,5 TON Ref#GAZTKMBSG4======,1.0
2024-11-13 20:44:47,EQAcExx4l6rzSKhTQh3UBW0GNJOKjhBVCleogaznCuqC1BWr,3.06,3.06 TON Ref#GAZTKMBVGA======,13441.0
2024-11-13 20:44:51,EQB32W5jx7jQCHlBXqgJqk89_Ah0Ez3h9mVjBAPV8MdBOTQv,2.65,2.65 TON Ref#GAZTKMBVGI======,25647.0
2024-11-13 20:45:03,EQDA8IovGJUrT53AIyBsI26gA-ksUrtVvB1MYOcS0aE5S-aK,5.0,5 TON Ref#GAZTKMBVGY======,1.0
2024-11-13 20:45:12,EQBGy73VT_X6-_u_G4XOi-XRGW8fWNiatPnjRrYUZcmdO8aI,5.0,5 TON Ref#GAZTKMBVGU======,1.0
2024-11-13 20:45:13,EQAzq351UTcXS1VXF37F8_5-cK42il6aLqrJiWSNaaNLSE_I,5.0,5 TON Ref#GAZTKMBVHE======,1.0
2024-11-13 20:45:13,EQAiEAfWgKCAiVIDmI_dYdX39SmccmOk7gBRWJsQb00Cf8vp,4.86,4.86 TON Ref#GAZTKMBVHA======,23.5
2024-11-13 20:45:23,EQBoKmv844uj59o-bt3S5Tcm3psw_vw7rgmLowNvbn8jRMxz,2.65,2.65 TON Ref#GAZTKMBWGU======,25647.0
2024-11-13 20:45:42,EQClNYOmd8oXmM3syRkHgzkSg7YTV_smurVwh_fvhg_sET7l,3.47,3.47 TON Ref#GAZTKMBXGU======,7072.0
2024-11-13 20:46:18,EQC0m_TJesl_vJY2Fmx3BXGX1MP4D12FQZLNuOWeD-A_AmaW,5.0,5 TON Ref#GAZTKMBYGA======,1.0
2024-11-13 20:46:36,EQByib6gG8IY8SUPYxM86kqftDjfP6R4I8zi-0M3uMWKzgqv,5.0,5 TON Ref#GAZTKMBYGU======,1.0
2024-11-13 20:46:38,EQDcjyKN0xPOQ-rJG1olEllWzVlOu7_QXgV34PvxxxzCGIe7,2.73,2.73 TON Ref#GAZTKMBYGQ======,22698.0
2024-11-13 20:46:44,EQA9bnJDJhTLCcOM07_ee-FlmpAOfKouBPTnWFOvwDYcoXOH,4.0,4 TON Ref#GAZTKMBYGY======,3121.0
2024-11-13 20:47:12,EQDfVi5Y5bEDYE0xqlDN65tarTldwW3rqDVGQrZ5IXLeaUa2,2.52,2.52 TON Ref#GAZTKMBYHA======,31425.4
2024-11-13 20:48:05,EQDm7hbfGOjzyHxEY5aKAOUOcPsuDFBgx1g_ZOxb4_QOu0gK,3.45,3.45 TON Ref#GAZTKMJRGA======,7249.0
2024-11-13 20:48:13,EQA0FLP7vUq4lenVEGA5IGaLiQna0Y87v_7XOOEDxG6wZ6_3,5.0,5 TON Ref#GAZTKMJQHA======,1.0
2024-11-13 20:50:10,EQC6U1MdTHigO7IbXn4i-1RxqcZDN2XkScMpZh2VDQ2lubbz,2.15,2.15 TON Ref#GAZTKMJSHA======,56634.0
2024-11-13 20:50:24,EQAmZYHtTG6QqVWpLHn8xSwPuG0Duwucyj5esWz-l7r0ufh-,5.0,5 TON Ref#GAZTKMJTGQ======,1.0
2024-11-13 20:50:58,EQB0aIxXB6Y9_01cbzhTte2eJH4Gg-Zhgd1rb1zc8gfd35eb,2.8,2.8 TON Ref#GAZTKMJTG4======,20281.0
2024-11-13 20:51:11,EQAQXQuu_XDXpcJhziiOWtWG4WKqcR4jqlM4GdSg3ki0Lstp,3.65,3.65 TON Ref#GAZTKMJTGE======,5362.0
2024-11-13 20:51:25,EQDAsOCeJjO5TI3YXjZwqE7ZlLC-Cm2t7O4VBwKkgeaqjwAT,2.7,2.7 TON Ref#GAZTKMJTHA======,23760.0
2024-11-13 20:52:14,EQA7o2ZaHpk6W1YjWiWPFcuBocPSP7jujfHVCZB9wGLpnbeR,2.8,2.8 TON Ref#GAZTKMJUGM======,20281.0
2024-11-13 20:52:26,EQBVG_514va73jJfSq4IVRFvj6IvyFXnQXvQuBfsr1MQeUiC,2.59,2.59 TON Ref#GAZTKMJUGU======,28211.5
2024-11-13 20:52:53,EQCkvKSAMlihYKX_C0MidjBYKjc5GtJS5SuFw_wkiFh8-Tjk,2.22,2.22 TON Ref#GAZTKMJVGE======,50829.0
2024-11-13 20:53:26,EQBnKGP13Hmn7pw391T1AWyj-n5vnhAoPkqiX3S86OeoMtlS,3.98,3.98 TON Ref#GAZTKMJVHE======,3357.0
2024-11-13 20:53:47,EQCXPFUVqdPkSc6hjoU2nAJvkoki33mlCIWe9J4AivtPxEv7,2.73,2.73 TON Ref#GAZTKMJWGY======,22698.0
2024-11-13 20:54:30,EQBDMpU8cjJMRIHCe_uWZsH0EKzYwH6aNChY1BDJinuYPL8L,4.0,4 TON Ref#GAZTKMJWHE======,3121.0
2024-11-13 20:54:58,EQBfZxYES5cnSI_0vKrO6lIP9A1yBJiWYB3aRgTNI4PuWLPD,3.3,3.3 TON Ref#GAZTKMJXGY======,9254.0
2024-11-13 20:55:03,EQBf5QQcnJ-S-TPhcd0tiYywtkzQpd-Qdk5qwB0cxey28dsn,2.78,2.78 TON Ref#GAZTKMJXG4======,20870.0
2024-11-13 20:55:37,EQB3AN1bJebybRFR1PF5D-iBBmsTVsHjORXIzwi6tbmrai7O,3.62,3.62 TON Ref#GAZTKMJYGQ======,5598.0
2024-11-13 20:56:08,EQBtlw1Ag5D68ZZX8Tf-FKxcjFTckuCIJyJLpA3KDzy6d-ZD,4.89,4.89 TON Ref#GAZTKMJZGA======,12.0
2024-11-13 20:56:25,EQAYTmTMz8wq5fNcU04EqKqb3NHLsV53VWK1T9fVjXtF8yaU,2.66,2.66 TON Ref#GAZTKMJZGQ======,25175.0
2024-11-13 20:57:01,EQBv57h9hyiGL3m-epJdrkOW8td4QU3XQXAgmRtOUv4G9Vo4,4.0,4 TON Ref#GAZTKMRQGI======,3121.0
2024-11-13 20:57:23,EQDQXuIEUcSsfFVKuKYD75G4zmjSLV7s8k2dQEGziTRkFDxQ,3.91,3.91 TON Ref#GAZTKMRQGU======,3670.4375
2024-11-13 20:57:44,EQBO90ZArDG8vXvnSmAcVUhU00PF8Mlnb_icdR0-BVybW6i5,3.5,3.5 TON Ref#GAZTKMRRGA======,6895.0
2024-11-13 20:57:45,EQAOQHwpOsDE4_aXwjHjs3xzAXmGwALlt9TtMrz5Lrw4fmCy,3.23,3.23 TON Ref#GAZTKMRQHE======,10315.0
2024-11-13 20:57:54,EQBGy479kPfqLLR-TTqNpYl16ynGrz12lvFQx_nOw8Dmi4fL,0.99,0.99 TON Ref#GAZTKMRRGM======,353015.45454545453
2024-11-13 20:58:04,EQALk6S1kpREMEbAblsVcWV5qPmAT8DmgJsqZfPHk9yQeooT,5.0,5 TON Ref#GAZTKMRRG4======,1.0
2024-11-13 20:58:14,EQAUX9r4P0Rcpv5OWR5J5h1c11ELC_icS_To7NVwFwFUb1Xy,5.0,5 TON Ref#GAZTKMRRHE======,1.0
2024-11-13 20:58:28,EQBlrjscHTAr9S0svRXSqOlTgoXdl7z3E_inhlFmMkf9O-vl,2.76,2.76 TON Ref#GAZTKMRRHA======,21558.333333333332
2024-11-13 20:58:28,EQDTFMlLu9It0W0Y3HnxJMh1ziHUuftCQP0rq3u9-SMWCBEb,2.5,2.5 TON Ref#GAZTKMRRGU======,32457.5
2024-11-13 20:58:28,EQC-K2bKHi1M4A1QxS4X2J-cWwLESiLvAMoQA2KnxVWtEpGF,2.85,2.85 TON Ref#GAZTKMRSGE======,18728.0
2024-11-13 20:58:28,EQDXFL-_xbM4qz_G8rYMMke1Z_0HyUvsqYYPHPZcNjH23SEk,5.0,5 TON Ref#GAZTKMRSGU======,1.0
2024-11-13 20:58:28,EQDg6V9RPZQdhMiVQ94Y6o9KssgM-w6_JY9Mv2BOPUdRZjrS,5.0,5 TON Ref#GAZTKMRSGI======,1.0
2024-11-13 20:58:40,EQA_7ijWP6WU8piT31GlN5e7emw3fUAHAC_F1DlLZMsRqthS,2.78,2.78 TON Ref#GAZTKMRSG4======,20870.0
2024-11-13 20:58:49,EQCqV2m6OeKeTsWGm_ggbHQTml9iGnCpiwVIPVGOolxx5cPZ,2.72,2.72 TON Ref#GAZTKMRTGE======,23170.0
2024-11-13 20:58:49,EQC5e4HCeL523sbt4lj-xVN6wflSX73pf0_gXfYliDKsACg0,5.0,5 TON Ref#GAZTKMRSHA======,1.0
2024-11-13 20:58:56,EQDqU7oGfGV20evKdjo-49TxcBXXgZXYyptqhBzje1GHu7Rv,5.0,5 TON Ref#GAZTKMRTG4======,1.0
2024-11-13 20:58:56,EQDhy2FSlkLlIyGCv9NgejcF3iz97Gkuvb9OHClCutO-kF6T,3.35,3.35 TON Ref#GAZTKMRTGA======,8605.0
2024-11-13 20:59:01,EQDMGwjQYKC8yB2vrWaNHc3PbW7tyU_pyOE71cjIMXPkalHP,3.3,3.3 TON Ref#GAZTKMRTGI======,9254.0
2024-11-13 20:59:03,EQAURA_0V2EAst_Qzl1S1LGoR9Ln-GysleudzP7-43lYYzOm,2.49,2.49 TON Ref#GAZTKMRTGM======,33116.0
2024-11-13 20:59:16,EQB7WLGzMtYg1ASQnVdo5lOIT4gWmcco9Dirss60t_ZMI1Rq,1.79,1.79 TON Ref#GAZTKMRUGI======,99815.66666666667
2024-11-13 20:59:28,EQAbcTNDRJDl6CjVuJBJwKFRRzzbnGGy7FaBA3WtZNAEKsUA,3.42,3.42 TON Ref#GAZTKMRUGU======,7603.0
2024-11-13 20:59:34,EQDIP9pXj3mLFCH944_OsKCUt1d-5Hwn0x-8APDlMVyQjlkX,4.86,4.86 TON Ref#GAZTKMRUGQ======,23.5
2024-11-13 20:59:52,EQA57LsYhDGliZosUEIz4AewS1VWPMZCZ1rJxU_PAbfofTeo,3.68,3.68 TON Ref#GAZTKMRVGI======,5126.0
2024-11-13 20:59:54,EQBb32WmNNgirWzJg8qOTwfevhodl97wt5ad3U3yDHAJET40,2.29,2.29 TON Ref#GAZTKMRUHE======,45176.8
2024-11-13 21:00:18,EQAR4wnwZmIU1-GJvBOh63OvnJXSgA3idttdWbcoxw5dR8qq,2.44,2.44 TON Ref#GAZTKMRWGM======,35700.5
2024-11-13 21:00:46,EQAUqat_meE-MeWKNjvH34us4-wFdxhWBWejY603D0HPpBwu,3.51,3.51 TON Ref#GAZTKMRXGA======,6659.0
2024-11-13 21:01:00,EQAQVATx1xa5zbL1g5ILONcFcTEtuWWLFkWFlY033O0sUUbI,2.98,2.98 TON Ref#GAZTKMRXGQ======,15210.0
2024-11-13 21:01:02,EQCjNdn8_oNh0oiudCwEQ_yWT4fVu2r5btmeB8Oooa8XGjGp,2.76,2.76 TON Ref#GAZTKMRXGE======,21558.333333333332
2024-11-13 21:01:08,EQAkmQgCprtMgiNlHlbjL8Wu9UijALtiYgjrRkD1DdtIvpwv,2.54,2.54 TON Ref#GAZTKMRXG4======,30442.666666666668
2024-11-13 21:01:24,EQC27dLG9nxGhDt-6cErgQLy2Cf7TrcHOK1VSxUFesk4qWe4,2.6,2.6 TON Ref#GAZTKMRYGM======,27710.75
2024-11-13 21:01:36,EQAtnJe-h5tkmhbLvTV9_C5egj0vnBpz9KJN2S3ez6FL8fxw,2.57,2.57 TON Ref#GAZTKMRYG4======,29067.0
2024-11-13 21:01:39,EQAuHdMqLv2-CirQh7jA5DC9uSOCdBxY1Pt2Il3HioQt4C0T,5.0,5 TON Ref#GAZTKMRYGE======,1.0
2024-11-13 21:01:47,EQCzQi6c0qfzWLfCgo83mG34GZpbjZjfNmacDJZTmAYvYEGb,3.56,3.56 TON Ref#GAZTKMRZGE======,6188.0
2024-11-13 21:02:00,EQA9eKbox5a9s_HJgWzcGkFDMgMBCFrDJIkQZ2pm9Evpm_rX,3.49,3.49 TON Ref#GAZTKMRZGU======,6954.0
2024-11-13 21:02:02,EQC5E-AKmu0tqlQuMd4xFhuoKgucSkksGzHgR-h6pzwIZbUx,4.0,4 TON Ref#GAZTKMRZGY======,3121.0
2024-11-13 21:02:10,EQAsJjcBas4C4mHGkxPx93Og28x8yt2TfdwQx4Vzd8GB4q5Y,2.41,2.41 TON Ref#GAZTKMZQGI======,37351.5
2024-11-13 21:02:24,EQBp0c5tgeMPY6w4CX3IGQEs5LL58ertCnzss15sg6EClMb5,2.81,2.81 TON Ref#GAZTKMZQG4======,19986.0
2024-11-13 21:03:10,EQCNKvoJrYGwGFR_jhhwWSFmCBYDF6DzXQQPLZddr1CMA9e1,4.83,4.83 TON Ref#GAZTKMZRGY======,46.5
2024-11-13 21:03:39,EQArvm2skiP7UQaREu3sj1NMQP04pL0PbXruzUWgShuG_qjW,1.0,1 TON Ref#GAZTKMZSGQ======,347367.5
2024-11-13 21:03:58,EQAMR72Ks0QoT2uT-2i_-dLmFCaTM-CkFzCxuA8raBZRaKcA,5.0,5 TON Ref#GAZTKMZSHE======,1.0
2024-11-13 21:04:33,EQByYg-m9caoVcIxzd4Wi7AfSM6TtyhLCE_U4-SoS6ViPXeF,5.0,5 TON Ref#GAZTKMZTGU======,1.0
2024-11-13 21:05:02,EQAxfwZL6dFhFk-c9xWnjnHBcS59iVMOLMrkZUr4kzFzCAqE,1.57,1.57 TON Ref#GAZTKMZUGU======,141769.0
2024-11-13 21:05:24,EQDS_IRNtQbKHNu8PkWgXS6kHu-pjvkr7uRvx6NvF98TelnG,2.98,2.98 TON Ref#GAZTKMZUG4======,15210.0
2024-11-13 21:05:49,EQDk1CU6PILvOsXHa4YafDhJ7rAGAVAAkjE7IV_sSfFxYTrD,1.89,1.89 TON Ref#GAZTKMZVGE======,85196.66666666667
2024-11-13 21:06:12,EQDN1jTV18wBwNEk80B6KKh_B8UQGCTfcu74XbcxCAoLMD_9,4.84,4.84 TON Ref#GAZTKMZVHA======,36.8
2024-11-13 21:06:17,EQCefHvk4ErgGvFqFeE_0495FOO1hFPFIpeYC4O-ZKSXLi71,2.5,2.5 TON Ref#GAZTKMZWGE======,32457.5
2024-11-13 21:06:51,EQDRo8EHZr2y4aZruWTHvzcqtPpVmMMdDYjn3VMhnNIisXbS,2.78,2.78 TON Ref#GAZTKMZWHE======,20870.0
2024-11-13 21:06:58,EQDAQMfWBGZpj6DannctL4-fktV8Fbw7-nkrDc0x0c_RuSf6,3.24,3.24 TON Ref#GAZTKMZXGQ======,10138.0
2024-11-13 21:07:10,EQDhv9cYEm8tujKiktioruSkoDoP-W9ziAUhezcDxqCZUMZ0,1.16,1.16 TON Ref#GAZTKMZXHE======,270002.82352941175
2024-11-13 21:07:10,EQAgsaMWGJv-V4a1ig-ASXgIrOAGrAseDlzwrRs8nJW4W-j_,1.37,1.37 TON Ref#GAZTKMZXGY======,194066.2
2024-11-13 21:07:27,EQDe-2qr8maOBMdEUh16zd57lqv_z-mHlZn4dMb7eECIdFX3,3.35,3.35 TON Ref#GAZTKMZYGA======,8605.0
2024-11-13 21:08:00,EQDM24lXWh2w1M4yuuOsraLGqee1gQt2AJfMy4jDaiYMV3Ay,2.52,2.52 TON Ref#GAZTKMZZGA======,31425.4
2024-11-13 21:08:11,EQAcGDO_hoM7h447sElHTJ702FX5icDelGDTbE6PCGgWH-_K,2.87,2.87 TON Ref#GAZTKMZZHE======,18099.0
2024-11-13 21:08:11,EQAtTz6tS7kzjoNOxTZsrQnf8j5XyU2iY5EmC34di4v86Z0J,2.06,2.06 TON Ref#GAZTKMZZG4======,65417.666666666664
2024-11-13 21:08:22,EQBW_nlr-tv9W1sobo5iViK2tpSv1iF_GsxV0LQYfSJij7-3,2.25,2.25 TON Ref#GAZTKNBQGI======,48172.0
2024-11-13 21:08:24,EQA2Lv_kKeTesKMKEJa3Hcv2RygvFQZ1Uqp0uDbW753QmcMS,4.31,4.31 TON Ref#GAZTKNBQGQ======,1845.1666666666667
2024-11-13 21:08:53,EQBYTY38rSsx5UFw3K7N8UGCdb__IW2eSAEWyaPi5jAhCJi9,3.23,3.23 TON Ref#GAZTKNBRGQ======,10315.0
2024-11-13 21:09:15,EQC2iRSSxZyZZVuAAZsPvEBTphAo-ppWLm0lQhbHa2UZfjMb,3.77,3.77 TON Ref#GAZTKNBSGI======,4419.0
2024-11-13 21:09:26,EQBZJRxZXYT6xUPKQpO1pcimTrdTICUhn2Koal6Q87uSU0jD,4.9,4.9 TON Ref#GAZTKNBTGA======,9.5
2024-11-13 21:10:29,EQB1riB5OCicapfy339trtGbCNQ3oJabM4w8S7yMJHbzhR71,2.92,2.92 TON Ref#GAZTKNBUGY======,16841.083333333336
2024-11-13 21:11:10,EQB1bj6huZFoz5i_XBcMDxCj4cBTaXYAo-E1D89z9LJI41jq,2.12,2.12 TON Ref#GAZTKNBWGM======,59398.0
2024-11-13 21:11:13,EQDJ8TAIn3JNP6s-21_KeLhGhl1uXGsb1z6o9gO9F-HJFU92,5.0,5 TON Ref#GAZTKNBWGI======,1.0
2024-11-13 21:12:08,EQCvVWEBKiqXdXVL8Y9GsqNtOxUUtRU0ToHYN79kOIIncczM,2.75,2.75 TON Ref#GAZTKNBXGY======,21991.0
2024-11-13 21:12:10,EQAXUO_s01oyIEhfINMjNQYxP4c-AxnAVhJ6uit8HLzWzMO1,2.33,2.33 TON Ref#GAZTKNBXGU======,42363.5
2024-11-13 21:12:26,EQDRJ9ktGmsDli3E207OgxdIOVbLAJvihmEJ5KbzsFAxEV88,3.23,3.23 TON Ref#GAZTKNBYGE======,10315.0
2024-11-13 21:12:33,EQCtlSyS87zMpyTZjxRWbPkUJiyZM2HEiPC8XbM834XFh5g3,1.78,1.78 TON Ref#GAZTKNBXHE======,101412.8
2024-11-13 21:12:47,EQBtPB_aEodCq7qD6L_7s5v_drNzAiWtnks6L76gxi1Fglcz,2.48,2.48 TON Ref#GAZTKNBYHE======,33587.333333333336
2024-11-13 21:13:06,EQB4ooYlLJl7xkwJvhZF_TNNBPWsBAPOrizpJ7ZfhMweCQzB,2.54,2.54 TON Ref#GAZTKNBZGI======,30442.666666666668
2024-11-13 21:13:17,EQDIPiNPzTsdEjon3bEK2F5fAnUlL2izzCNruXBED0Egl5x8,3.7,3.7 TON Ref#GAZTKNBZHA======,4949.0
2024-11-13 21:13:39,EQAFpJphU4XHE2VA4vdil4t-uv622_1l3d88oznf5ZxWDWuj,5.0,5 TON Ref#GAZTKNJQGM======,1.0
2024-11-13 21:13:42,EQANQE3dNheWA-gksphy8B05-OiLdVqMnK8iT3DQcpyXZkp1,2.17,2.17 TON Ref#GAZTKNJQGU======,54975.0
2024-11-13 21:14:08,EQBaJ_sdd0uvLf9MuIrFV5Yx3h_ezIwKkSPZdsghrnEpOMMf,2.99,2.99 TON Ref#GAZTKNJRGQ======,15033.0
